sys,nsersic_pred,nsersic_true,rsersic_pred,rsersic_true,thetae_pred,thetae_true
6724.0,3.596909761428833,3.3468766212634256,6.450896739959717,7.128519510230333,4.01457405090332,3.810371062990004
6474.0,4.226018905639648,4.4375759694769705,7.009512901306152,7.760049988304029,4.060344219207764,3.7966209356655782
4680.0,3.345616102218628,2.8803373375047228,6.313188552856445,6.676154750382393,4.276319980621338,3.9587101584147137
863.0,4.366601943969727,3.749099500391249,7.990428447723389,8.290760339609387,3.233205556869507,3.1117107425314985
7287.0,4.010775089263916,4.032495786392132,6.966737270355225,7.123260610042774,3.4367129802703857,3.3380769410035183
8128.0,4.5051398277282715,4.652050905619154,6.09262228012085,6.877190337873536,4.620943546295166,4.468789625044616
3018.0,4.0837507247924805,4.297424518941008,5.33570671081543,5.108632628207268,4.089751243591309,3.9290266162728313
3088.0,3.9487416744232178,2.750781695796795,5.495390892028809,4.68579833556888,5.382440090179443,5.320968211641733
6426.0,4.226461887359619,4.486817845761816,7.1969451904296875,7.8722370580592465,4.770411014556885,4.725177043575277
2251.0,4.019791603088379,4.416130085232586,6.935529708862305,8.408508008725512,3.594559907913208,3.5985667587010464
543.0,4.379150867462158,3.443605065312541,6.595734596252441,5.096216576773576,4.546954154968262,4.630251222038663
9294.0,3.5098230838775635,3.250603996248808,4.952790260314941,4.879609755029633,4.024524688720703,4.162062838205983
11724.0,4.826395034790039,5.22633302627278,4.110408782958984,5.80131592185472,4.203187465667725,4.144421694493938
4924.0,3.320984125137329,4.00600007555136,7.458010673522949,8.941566373590003,2.5618834495544434,1.4648848877299057
12071.0,3.680314302444458,3.3536122936539488,5.362486839294434,4.911180642499887,4.476441383361816,4.38452150810485
10603.0,4.461282253265381,4.810361208451144,7.51859188079834,9.7133716601198,4.4732513427734375,4.328018041686784
11875.0,3.654611825942993,3.2949707554951098,5.019088268280029,4.647179272922725,4.058813095092773,4.11663813209275
11119.0,3.8456027507781982,3.2944111107151306,7.565365791320801,6.5552792876228505,3.8668181896209717,3.734760818170319
10779.0,5.029047966003418,5.623147063545115,3.5301783084869385,3.917280883391873,3.459792375564575,3.3425256078814085
8055.0,4.060388088226318,5.1642540196858215,6.862879753112793,7.539497498773569,3.07802414894104,2.1409243894960737
2313.0,2.908933401107788,2.962092452247208,6.942248344421387,6.538676274679987,3.335691213607788,3.069115123735992
14769.0,3.628812074661255,3.4338055477996647,5.8241071701049805,5.583516506022525,4.833134174346924,4.84284357515407
1890.0,4.54982328414917,4.990183481713894,6.0612592697143555,7.233659363600967,5.5299482345581055,5.498261235490608
8991.0,2.7713916301727295,2.4648477605602643,5.435453414916992,4.986203810231547,4.752440929412842,4.54284506364994
170.0,4.0650177001953125,4.529859050864904,5.927325248718262,6.430946209801938,3.7125048637390137,3.451734692137588
1796.0,4.397116184234619,3.955878401572855,6.003682613372803,4.36598036110764,3.247992753982544,3.136820668710829
14304.0,4.916390419006348,4.712161163235593,5.997751235961914,7.512302430817653,4.48327112197876,4.260407755041932
3920.0,4.035379886627197,3.777680454107821,6.207533359527588,6.593413324799829,4.3726582527160645,4.000682095799808
14019.0,3.6553657054901123,3.3733533732572853,5.079074859619141,4.0515381426009975,5.750283718109131,5.574252258965126
3729.0,3.341110944747925,3.723753359467168,8.247529983520508,9.339146446967044,2.2273740768432617,2.204406902424058
1040.0,4.158548355102539,4.733061571635962,5.080504417419434,6.234781455839605,4.5732855796813965,4.523921804923247
2849.0,3.370725154876709,3.3412166144052984,4.704764366149902,4.736863186443344,3.8012876510620117,3.6477138531264
7865.0,3.3858139514923096,3.464075703864836,7.457793235778809,7.562013148604466,4.451193809509277,4.809566090736909
12037.0,3.848714590072632,4.211492015337357,5.575220108032227,6.631281841404855,4.7021307945251465,4.605885285665464
10412.0,3.8285953998565674,3.8720805332459034,6.017976760864258,6.916732439990655,4.383014678955078,4.54138705050501
8797.0,4.890152931213379,4.810166042040018,4.38611364364624,4.526922005953035,2.9901373386383057,3.1028973949522367
765.0,3.3120672702789307,2.6431432893893323,5.519484043121338,5.011529868416474,5.754588603973389,5.45577867941995
1594.0,3.840454339981079,4.377600094840958,7.430997848510742,8.432371921767107,3.0863993167877197,2.8439053350460903
9215.0,3.8473947048187256,3.3907386381293847,4.535940170288086,4.105084955708621,4.373861312866211,4.356086899395369
